authors,year,baseline_year,"methodological 
method",title,include_yn,include_why,archive_name,KE,JR,JM,treatment_type,transfer_type,country,LMIC,population,female_share,age_range,age,all_n,treatment_n,control_n,intervention_code,intervention_des,outcome,outcome_category,outcome_negative,outcome_dummy,lumpsum,intervention_value,intervention_type,lumpsun_amount,member_des,member_amount,member_n,month_amount,months_n,duration_month,duration,index_with_components,depression_yn,information_requestes,standarized,t_treatment,treatment_effect,se_treatment_effect,end_mean_con,end_sd_con,end_mean_treatment,end_sd_treatment,bas_mean_treatment,bas_sd_treatment,bas_diff,bas_diff_sd,bas_pval,est_t,bas_mean_con,bas_sd_con,bas_mean_all,bas_sd_all,end_mean_all,end_sd_all,other_outcomes,gender_effects,notes,Assumptions,paper_sample,paper_treatment_effect,paper_standarization,paper_covariates,paper_intervention_value
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,antisocial behavior,Other,1,,1,200,lumpsum,200,,,,,,0.75,2-5 weeks,1,N,,0,,-0.079,0.091,0.151,1.142,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,,"Table II, Column 6 (ITT Cash Only), Panel A","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,antisocial behavior,Other,1,,1,200,lumpsum,200,,,,,,12.5,12-13 months,1,N,,0,,0.132,0.097,0.032,0.963,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,,"Table II, Column 6 (ITT Cash Only), Panel B","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,usually sells drugs,None,1,,1,200,lumpsum,200,,,,,,0.75,2-5 weeks,0,N,,0,,−0.041,0.029,0.166,0.324,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,,"Table II, Column 6 (ITT Cash Only), Panel A","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,usually sells drugs,None,1,,1,200,lumpsum,200,,,,,,12.5,12-13 months,0,N,,0,,0.035,0.03,0.13,0.306,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,,"Table II, Column 6 (ITT Cash Only), Panel B","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,number of thefts in past 2 weeks,None,1,,1,200,lumpsum,200,,,,,,0.75,2-5 weeks,0,N,,0,,-0.77,0.409,2.577,5.581,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,,"Table II, Column 6 (ITT Cash Only), Panel A","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,number of thefts in past 2 weeks,None,1,,1,200,lumpsum,200,,,,,,12.5,12-13 months,0,N,,0,,0.352,0.388,1.839,3.94,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,,"Table II, Column 6 (ITT Cash Only), Panel B","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,Disputes and fights in past 2 weeks,None,1,,1,200,lumpsum,200,,,,,,0.75,2-5 weeks,0,N,,0,,0.027,0.091,0.076,0.91,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,"From data in blattman_17_data/data/STYL_label.dta treatment: distinct partid if cashassonly==1, control : distinct partid if control==1. Is assignment sample.","Table II, Column 6 (ITT Cash Only), Panel A","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,Disputes and fights in past 2 weeks,None,1,,1,200,lumpsum,200,,,,,,12.5,12-13 months,0,N,,0,,0.1,0.09,−0.060,0.784,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,"From data in blattman_17_data/data/STYL_label.dta treatment: distinct partid if cashassonly==1, control : distinct partid if control==1. Is assignment sample.","Table II, Column 6 (ITT Cash Only), Panel B","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,Carries a weapon,None,1,,1,200,lumpsum,200,,,,,,0.75,2-5 weeks,0,N,,0,,-0.045,0.037,0.157,0.365,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,"From data in blattman_17_data/data/STYL_label.dta treatment: distinct partid if cashassonly==1, control : distinct partid if control==1. Is assignment sample.","Table II, Column 6 (ITT Cash Only), Panel A","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,Carries a weapon,None,1,,1,200,lumpsum,200,,,,,,12.5,12-13 months,0,N,,0,,0.043,0.035,0.148,0.356,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,"From data in blattman_17_data/data/STYL_label.dta treatment: distinct partid if cashassonly==1, control : distinct partid if control==1. Is assignment sample.","Table II, Column 6 (ITT Cash Only), Panel B","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,Arrested in past two weeks,None,1,,1,200,lumpsum,200,,,,,,0.75,2-5 weeks,0,N,,0,,0.006,0.027,0.139,0.274,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,"From data in blattman_17_data/data/STYL_label.dta treatment: distinct partid if cashassonly==1, control : distinct partid if control==1. Is assignment sample.","Table II, Column 6 (ITT Cash Only), Panel A","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,Arrested in past two weeks,None,1,,1,200,lumpsum,200,,,,,,12.5,12-13 months,0,N,,0,,0.007,0.025,0.118,0.26,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,"From data in blattman_17_data/data/STYL_label.dta treatment: distinct partid if cashassonly==1, control : distinct partid if control==1. Is assignment sample.","Table II, Column 6 (ITT Cash Only), Panel B","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,"Summary index of 19 aggressive behaviors, z-score",Other,1,,1,200,lumpsum,200,,,,,,0.75,2-5 weeks,0,N,,0,,0.008,0.085,0.102,0.928,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,"From data in blattman_17_data/data/STYL_label.dta treatment: distinct partid if cashassonly==1, control : distinct partid if control==1. Is assignment sample.","Table II, Column 6 (ITT Cash Only), Panel A","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,"Summary index of 19 aggressive behaviors, z-score",Other,1,,1,200,lumpsum,200,,,,,,12.5,12-13 months,0,N,,0,,-0.043,0.107,0.188,1.191,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,"From data in blattman_17_data/data/STYL_label.dta treatment: distinct partid if cashassonly==1, control : distinct partid if control==1. Is assignment sample.","Table II, Column 6 (ITT Cash Only), Panel B","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,"Verbally and physically abuse partner (4 kinds), z-score",Other,1,,1,200,lumpsum,200,,,,,,0.75,2-5 weeks,0,N,,0,,0.091,0.114,-0.035,1.191,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,"From data in blattman_17_data/data/STYL_label.dta treatment: distinct partid if cashassonly==1, control : distinct partid if control==1. Is assignment sample.","Table II, Column 6 (ITT Cash Only), Panel A","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,"Verbally and physically abuse partner (4 kinds), z-score",Other,1,,1,200,lumpsum,200,,,,,,12.5,12-13 months,0,N,,0,,0.233,0.113,-0.071,0.906,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,"From data in blattman_17_data/data/STYL_label.dta treatment: distinct partid if cashassonly==1, control : distinct partid if control==1. Is assignment sample.","Table II, Column 6 (ITT Cash Only), Panel B","control mean Table II, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
Blattman et al.,2017,2009,RCT,Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia,Y,,Blattman_17,,Y,,Cash Transfer,Unconditional,Liberia,1,high risk men from 18-35,0%,18 to 35,25.4,470,250,220,,,Forward-looking time preferences,None,0,,1,200,lumpsum,200,,,,,,0.75,2-5 weeks,0,N,,0,,0.071,0.099,-0.202,1.055,,,,,,,,,,,,,,,,,200 dollars of cash lottery. cost of delivering is higher because of administrative costs.,,"From data in blattman_17_data/data/STYL_label.dta treatment: distinct partid if cashassonly==1, control : distinct partid if control==1. Is assignment sample.","Table V, Column 6 (ITT Cash Only), Panel A","control mean Table V, SD from stata (I modified table AER do files to estimate SD, saved on excel in blattman_17_data/AER_2/ITT tables_sd.xlsx)",Table I.,"Page 1166, paragraph 4."
